Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"VIA SOTTO RIVE 51, 33048, SAN GIOVANNI AL NATISONE, UD",02072520303,BERGAMASCO & VOSCA S.R.L,UL-1,45.976576,13.422374
"VIA SOTTOAGARO 111, 33038, SAN DANIELE DEL FRIULI, UD",02463720306,FGF SERVICES SRL,SEDE,46.162386,13.009212
"VIA SOTTOBOSCO 6, 33030, MAJANO, UD",01589090305,COSTRUZIONI VIDONI S.R.L.,UL-2,46.184726,13.0685
"VIA SOTTOCASTELLO 2/B, 32100, BELLUNO, BL",01042210250,DEBIASIOPROGETTI SRL,SEDE,46.1389,12.214839
"VIA SOTTOCASTELLO 37, 33011, ARTEGNA, UD",03081210266,BEPI CRICH S.R.L.,SEDE,46.239778,13.149919
"VIA SOTTOCOLLE 4/2, 33070, POLCENIGO, PN",01934260306,DEMACC SRL,UL-1,46.0261,12.507816
"VIA SOTTOCOLLE 53, 33030, BUJA, UD",02339240307,SINEDIL S.R.L. -  SERVIZI IN EDILIZIA,SEDE,46.206824,13.11381
"VIA SOTTOCOLLE VERZAN 12, 33017, TARCENTO, UD",02636330306,ENERGEST SRL,UL-1,46.213966,13.220802
"VIA SOTTOCOLLE VERZAN 23 E 25, 33017, TARCENTO, UD",05779711000,E-DISTRIBUZIONE S.P.A.,UL-10,46.213904,13.221289
"VIA SOTTOCOLLE VERZAN 30, 33017, TARCENTO, UD",00884060526,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,UL-25,46.213983,13.221712
"VIA SOTTOCOLLEVERZAN 10, 33017, TARCENTO, UD",94126710303,PROGETTO INFANZIA S.R.L.,SEDE,46.214138,13.220802
"VIA SOTTOCOLLEVERZAN 12, 33017, TARCENTO, UD",02947800302,SG ENERGIA SRLS,UL-1,46.213966,13.220802
"VIA SOTTOCOLLEVERZAN 30, 33017, TARCENTO, UD",02881800300,ZAFFIRO NORD S.R.L.,UL-7,46.213983,13.221712
"VIA SOTTOFRATTA 17, 33030, BUJA, UD",01859470302,DENTAL EMME DI S.R.L.,SEDE,46.219092,13.127681
"VIA SOTTOFRATTA 35, 33030, BUJA, UD",02364230306,IMPRESA EDILE TONDOLO P.E. FLAVIANO S.R.L.,SEDE,46.220315,13.127018
"VIA SOTTOMONTE 100, 33018, TARVISIO, UD",00882800212,ASPIAG SERVICE S.R.L.,UL-48,46.50354,13.579528
"VIA SOTTOMONTE 101, 33044, MANZANO, UD",01008330308,BENPOWER S.R.L.,UL-3,45.991735,13.377205
"VIA SOTTOMONTE 111/2, 33044, MANZANO, UD",02847500309,EDIL ZETA SRLS,SEDE,45.992579,13.376299
"VIA SOTTOMONTE 14/A, 33028, TOLMEZZO, UD",02463410304,EDIL CASE GROUP SRL,SEDE,46.409074,13.000683
"VIA SOTTOMONTE 15/7, 34135, TRIESTE, TS",01338610320,TUTTOAPOSTO SRLS,SEDE,45.669968,13.77671
"VIA SOTTOMONTE 44/1, 33044, MANZANO, UD",02594190304,IMPRESEDIL DI DE MARCO ROMOLO  S.R.L.,SEDE,45.992144,13.379045
"VIA SOTTOMONTE 78, 33018, TARVISIO, UD",02871070302,DA MATTIA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.50354,13.579528
"VIA SOTTOMONTE 88, 33044, MANZANO, UD",03844500284,DECODE S.R.L.,SEDE,45.992042,13.377283
"VIA SOTTOMONTE 92, 33044, MANZANO, UD",04288160262,BRAIDA SRL SB,SEDE,45.992679,13.376388
"VIA SOTTOPASSAGGIO 2, 33097, SPILIMBERGO, PN",01578980938,SAN ROCCO MEDICAL S.R.L. SOCIETA UNIPERSONALE,UL-1,46.105205,12.894296
"VIA SOTTOPLOVIA 4/A, 33094, PINZANO AL TAGLIAMENTO, PN",03817851003,A.L.B.A. PRODUZIONI S.R.L.,UL-1,46.170167,12.924881
"VIA SOTTOPLOVIE 2/1, 33040, TORREANO, UD",02719460301,EMMEZETA SRL,SEDE,46.111487,13.398185
"VIA SOTTOPOVOLO 11/13, 33053, LATISANA, UD",01084910312,ISTITUTO ACUSTICO PONTONI S.R.L.,UL-4,45.774915,12.996509
"VIA SOTTOPOVOLO 12, 33053, LATISANA, UD",04208790230,LEA S.R.L.,UL-1,45.77501,12.99638
"VIA SOTTOPOVOLO 5, 33053, LATISANA, UD",01190460327,B. ORO S.R.L.,UL-8,45.775038,12.996478
"VIA SOTTOPOVOLO 59/63, 33053, LATISANA, UD",00311860308,PORZIO S.R.L.,UL-17,45.773982,12.996987
"VIA SOTTOPOVOLO 87, 33053, LATISANA, UD",02760320305,AMMINISTRAZIONI CONDOMINIALI ZANELLO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.773107,12.997472
"VIA SOTTOPOVOLO 87/C, 33053, LATISANA, UD",00844080325,SERVIZI ASSISTENZA LAVORO - S.R.L.,UL-10,45.773107,12.997472
"VIA SOTTOPOVOLO 87/E, 33053, LATISANA, UD",02636150308,CNA SERVIZI FRIULI VENEZIA GIULIA S.R.L.,UL-3,45.773107,12.997472
"VIA SOTTOPOVOLO SNC, 33053, LATISANA, UD",02941630309,GEFF S.R.L.,UL-12,45.773107,12.997472
"VIA SOTTOPOVOLO SS14 KM 79+690 SN, 33053, LATISANA, UD",00991520305,SOM S.P.A.,UL-13,45.772198,12.99773
"VIA SOTTOPROVINCIALE 24, 24021, ALBINO, BG",00640480166,SCORPION BAY S.P.A.,SEDE,45.7707,9.815034
"VIA SOTTORIVA 9, 33019, TRICESIMO, UD",01925680306,TEXTUDO S.R.L.,SEDE,46.164342,13.226094
"VIA SOTTORIVE 14, 33048, SAN GIOVANNI AL NATISONE, UD",02936350301,CM WOOD SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.974694,13.422174
"VIA SOTTORIVE 15, 33048, SAN GIOVANNI AL NATISONE, UD",02313240307,MATTIAZZI S.R.L.,UL-1,45.974952,13.419455
"VIA SOTTORIVE 19, 33048, SAN GIOVANNI AL NATISONE, UD",00170060305,ARBOR - S.R.L.,SEDE,45.975253,13.419422
"VIA SOTTORIVE 19/2, 33048, SAN GIOVANNI AL NATISONE, UD",02313240307,MATTIAZZI S.R.L.,SEDE,45.975253,13.419422
"VIA SOTTORIVE 20, 33048, SAN GIOVANNI AL NATISONE, UD",02936350301,CM WOOD SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.975287,13.419998
"VIA SOTTORIVE 22, 33048, SAN GIOVANNI AL NATISONE, UD",02936350301,CM WOOD SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.975451,13.420318
"VIA SOTTORIVE 25, 33048, SAN GIOVANNI AL NATISONE, UD",02268180300,AGILITY S.R.L.,SEDE,45.976055,13.421256
"VIA SOTTORIVE 3, 33048, SAN GIOVANNI AL NATISONE, UD",01712230307,BILLIANI S.R.L.,SEDE,45.973678,13.419494
"VIA SOTTORIVE 31, 33048, SAN GIOVANNI AL NATISONE, UD",02545880300,ISWOOD S.R.L.,SEDE,45.976585,13.420558
"VIA SOTTORIVE 41, 33048, SAN GIOVANNI AL NATISONE, UD",02939720302,TECNOCURVI SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.976066,13.421491
"VIA SOTTORIVE 47, 33048, SAN GIOVANNI AL NATISONE, UD",02367860307,COMEC GROUP S.R.L.,UL-2,45.976468,13.421978
"VIA SOTTORIVE 5, 33048, SAN GIOVANNI AL NATISONE, UD",01077960316,NEW LIFE    SRL,SEDE,45.974129,13.41928
"VIA SOTTORIVE 51, 33048, SAN GIOVANNI AL NATISONE, UD",01647750304,ART COLOR SRL,SEDE,45.976576,13.422374
"VIA SOTTORIVE 53, 33048, SAN GIOVANNI AL NATISONE, UD",02932610302,RACETECH SRL,SEDE,45.976479,13.42243
"VIA SOTTORIVE 61, 33048, SAN GIOVANNI AL NATISONE, UD",02906090309,WOOD LIKE S.R.L.,SEDE,45.976716,13.42228
"VIA SOTTORIVE 7, 33048, SAN GIOVANNI AL NATISONE, UD",01077960316,NEW LIFE    SRL,UL-2,45.973929,13.419258
"VIA SOTTORIVE 9, 33048, SAN GIOVANNI AL NATISONE, UD",00180040313,BABY ROSE S.R.L.,UL-1,45.974779,13.419223
"VIA SOTTORIVE 9/B, 33048, SAN GIOVANNI AL NATISONE, UD",00186450318,BABY GIULIA S.R.L.,UL-1,45.974779,13.419223
"VIA SOTTORIVIERA 1, 33017, TARCENTO, UD",02150520308,SOFTWARE SOLUTION S.R.L.,UL-2,46.216524,13.219152
"VIA SPADOLINI GIOVANNI 7, 20141, MILANO, MI",03250760588,ASSIMOCO SPA COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO,SEDE,45.443493,9.190165
"VIA SPALATO 24, 33100, UDINE, UD",01100230307,FERRAMENTA S. GIOVANNI AL NATISONE S.R.L.,SEDE,46.06636,13.247222
"VIA SPALATO 34, 33100, UDINE, UD",03512520176,FAST S.R.L.,UL-2,46.066839,13.248495
"VIA SPALATO 49, 33100, UDINE, UD",03705330268,SO.LI.ME. S.R.L.,UL-1,46.066515,13.248066
"VIA SPARTACO 10, 20135, MILANO, MI",11343580152,FORUM ITALIA SRL - UNIPERSONALE,SEDE,45.459112,9.208745
"VIA SPAZIANI 41, 37138, VERONA, VR",01934900232,EUGAS S.R.L.,SEDE,45.44489,10.95337
"VIA SPESSA 1, 34070, CAPRIVA DEL FRIULI, GO",00404100307,CASTELLO DI SPESSA SOCIETA  AGRICOLA A R.L. IN SIGLA C.D.S.SOCIETA  AGRICOLA A R.L.,SEDE,45.942132,13.51439
"VIA SPESSA 12, 34070, CAPRIVA DEL FRIULI, GO",00404100307,CASTELLO DI SPESSA SOCIETA  AGRICOLA A R.L. IN SIGLA C.D.S.SOCIETA  AGRICOLA A R.L.,UL-5,45.942132,13.51439
"VIA SPESSA 18, 34070, CAPRIVA DEL FRIULI, GO",00446120305,"CANTINE GIACOMO MONTRESOR S.P.A., C.G.M. S.P.A., ADRIANA BA , BOR GO AL CASTELLO, BORGO DI FRADIS, CA  DEL GJAL, CONTESSA GIULIA, CONTI WALLENBURG , CORMONTIS, DOM BERTIOL, DOMENICO DE BERTIOL, DORICU",SEDE,45.942132,13.51439
"VIA SPESSA 7, 34070, CAPRIVA DEL FRIULI, GO",00404100307,CASTELLO DI SPESSA SOCIETA  AGRICOLA A R.L. IN SIGLA C.D.S.SOCIETA  AGRICOLA A R.L.,UL-2,45.946381,13.501167
"VIA SPEZIA 1, 20142, MILANO, MI",08126390155,EUROCLONE S.P.A.,SEDE,45.443427,9.173097
"VIA SPEZZOTTI 1, 33050, PAVIA DI UDINE, UD",02761170303,BI LINE S.R.L.,SEDE,45.985042,13.314945
"VIA SPILIMBERGO 1, 33170, PORDENONE, PN",02706650286,SPRING S.R.L.,UL-1,45.964107,12.645427
"VIA SPILIMBERGO 1/19, 33034, FAGAGNA, UD",02499780217,NKD ITALIA SRL,UL-7,46.098552,13.108505
"VIA SPILIMBERGO 101/1, 33034, FAGAGNA, UD",02331700308,MURATURE S.R.L.,SEDE,46.09826,13.10967
"VIA SPILIMBERGO 12, 33170, PORDENONE, PN",01708300932,AMG CAPITAL S.R.L.,SEDE,45.963692,12.644838
"VIA SPILIMBERGO 129, 33035, MARTIGNACCO, UD",01082760321,ADRIA DIESEL S.R.L.,UL-1,46.096781,13.134248
"VIA SPILIMBERGO 137, 33035, MARTIGNACCO, UD",02371390309,F.LLI GREATTI S.R.L.,SEDE,46.096781,13.134248
"VIA SPILIMBERGO 14, 33100, UDINE, UD",01468220304,GIOCASA S.R.L.,SEDE,46.0735,13.23176
"VIA SPILIMBERGO 151, 33035, MARTIGNACCO, UD",00669070302,EDILMARTIGNACCO S.R.L.,SEDE,46.080042,13.176705
"VIA SPILIMBERGO 154, 33035, MARTIGNACCO, UD",02390970305,IVISION S.R.L.,UL-1,46.0829,13.173235999999998
"VIA SPILIMBERGO 156, 33035, MARTIGNACCO, UD",00154750301,COSATTO S.P.A. - INDUSTRIA ARTICOLI CASALINGHI,SEDE,46.083864,13.171173
"VIA SPILIMBERGO 158, 33035, MARTIGNACCO, UD",00154750301,COSATTO S.P.A. - INDUSTRIA ARTICOLI CASALINGHI,UL-1,46.0841,13.1695
"VIA SPILIMBERGO 160, 33035, MARTIGNACCO, UD",01659050932,ICLEA SRL,SEDE,46.084254,13.170038
"VIA SPILIMBERGO 163, 33035, MARTIGNACCO, UD",00168110310,VIVO FRIULI S.R.L.,SEDE,46.096781,13.134248
"VIA SPILIMBERGO 164, 33035, MARTIGNACCO, UD",02662390307,COSTRUZIONI S.R.L.,SEDE,46.086675,13.161521
"VIA SPILIMBERGO 168, 33035, MARTIGNACCO, UD",00161110309,G. LUVISONI & CO. S.R.L.,SEDE,46.087745,13.156896
"VIA SPILIMBERGO 176/A, 33035, MARTIGNACCO, UD",01711600302,OFF.M.A.  S.R.L. - CARPENTERIE METALLICHE,UL-1,46.088814,13.153053
"VIA SPILIMBERGO 177, 33034, FAGAGNA, UD",01101050308,DI FANT AUTO S.R.L.,SEDE,46.098073,13.095933
"VIA SPILIMBERGO 182, 33035, MARTIGNACCO, UD",02461220804,BUIESE DISTILLERIE S.R.L.,SEDE,46.088667,13.151282
"VIA SPILIMBERGO 183, 33035, MARTIGNACCO, UD",01412050302,BUIATTI S.R.L.,SEDE,46.096781,13.134248
"VIA SPILIMBERGO 184, 33034, FAGAGNA, UD",02668130301,G.D.C. S.R.L.,SEDE,46.098775,13.095616
"VIA SPILIMBERGO 184/A, 33034, FAGAGNA, UD",01439070309,PIEMME S.R.L.,SEDE,46.098775,13.095616
"VIA SPILIMBERGO 184/B, 33034, FAGAGNA, UD",00161800305,BERT.COS S.R.L.,SEDE,46.098775,13.095616
"VIA SPILIMBERGO 187, 33035, MARTIGNACCO, UD",00227660289,ANGELO FINESSO - S.P.A. CON LA SIGLA A. FINESSO,UL-1,46.096781,13.134248
"VIA SPILIMBERGO 190, 33034, FAGAGNA, UD",01439070309,BERTON CALORTECNICA SRL,SEDE,46.098534,13.094809
"VIA SPILIMBERGO 192, 33034, FAGAGNA, UD",02075570305,BMF S.R.L.,SEDE,46.098109,13.094174
"VIA SPILIMBERGO 195, 33035, MARTIGNACCO, UD",02317570303,METALLASER S.R.L.,SEDE,46.096781,13.134248
"VIA SPILIMBERGO 199, 33035, MARTIGNACCO, UD",02317570303,METALLASER S.R.L.,UL-1,46.076544,13.183854
"VIA SPILIMBERGO 2, 33170, PORDENONE, PN",01850270933,SI-SMILE SRLS,SEDE,45.96352,12.645163
"VIA SPILIMBERGO 202, 33034, FAGAGNA, UD",02607830300,AIRMAN S.R.L.,UL-1,46.098165,13.09109
"VIA SPILIMBERGO 203, 33034, FAGAGNA, UD",00174510305,ALBERGO RISTORANTE ALLE CROSERE S.R.L.,SEDE,46.097891,13.09736
"VIA SPILIMBERGO 203, 33035, MARTIGNACCO, UD",01659050932,MODO S.R.L.,UL-1,46.094985,13.125262
"VIA SPILIMBERGO 207, 33035, MARTIGNACCO, UD",02722980303,ENNE COSTRUZIONI S.R.L.,UL-3,46.094973,13.125195
"VIA SPILIMBERGO 209, 33035, MARTIGNACCO, UD",02085180301,DIGIT SRL,SEDE,46.08301,13.169997
"VIA SPILIMBERGO 209/A, 33035, MARTIGNACCO, UD",00157840307,C.I.E. S.R.L. - COSTRUZIONI IMPIANTI ELETTRICI - IN BREVE C.I.E. S.R.L,SEDE,46.08301,13.169997
"VIA SPILIMBERGO 21, 33085, MANIAGO, PN",01812190930,EUROSFUSI S.R.L.,SEDE,46.165086,12.706567
"VIA SPILIMBERGO 210, 33034, FAGAGNA, UD",00542090238,IL FOCOLARE GROUP S.R.L.,SEDE,46.096965,13.087896
"VIA SPILIMBERGO 220, 33034, FAGAGNA, UD",01295830309,A.S.T. S.R.L.,SEDE,46.096542,13.086274
"VIA SPILIMBERGO 221, 33035, MARTIGNACCO, UD",02425460306,QUALITY FOOD GROUP S.P.A.,SEDE,46.094933,13.124958
"VIA SPILIMBERGO 239, 33035, MARTIGNACCO, UD",02323180279,MAGAZZINO 73 S.R.L.,UL-2,46.088752,13.144059
"VIA SPILIMBERGO 24, 33085, MANIAGO, PN",00419080932,INOSSMAN FONDERIE ACCIAIO MANIAGO S.P.A.,UL-1,46.165086,12.706567
"VIA SPILIMBERGO 26, 33085, MANIAGO, PN",00420520934,COMMERCIALE SAN MAURO - S.R.L.,SEDE,46.165086,12.706567
"VIA SPILIMBERGO 263, 33035, MARTIGNACCO, UD",00160300307,ASPIAG SERVICE S.R.L.,SEDE,46.089892,13.141368
"VIA SPILIMBERGO 28, 33085, MANIAGO, PN",01481250932,DEL MISTRO & COPAT S.R.L.,SEDE,46.165086,12.706567
"VIA SPILIMBERGO 280, 33035, MARTIGNACCO, UD",01931380305,KAPPA S.R.L.,UL-1,46.094277,13.124791
"VIA SPILIMBERGO 3, 33095, SAN GIORGIO DELLA RICHINVELDA, PN",01249640937,PRESTIL SRL,SEDE,46.0324,12.87716
"VIA SPILIMBERGO 319, 33035, MARTIGNACCO, UD",02646740981,MISTER HOLIDAY S.R.L.,UL-2,46.093067,13.127182
"VIA SPILIMBERGO 33-35, 33034, FAGAGNA, UD",02600030304,OFFICINE MECCANICHE BUTTAZZONI S.R.L.,SEDE,46.096809,13.115618
"VIA SPILIMBERGO 40, 33085, MANIAGO, PN",01409680939,PIMA SRL,SEDE,46.165086,12.706567
"VIA SPILIMBERGO 46, 33037, PASIAN DI PRATO, UD",01651600932,FORNO RURALE S.R.L.,UL-2,46.077266,13.188696
"VIA SPILIMBERGO 48, 33037, PASIAN DI PRATO, UD",02134440300,INTESA S.R.L.,UL-3,46.0759,13.18867
"VIA SPILIMBERGO 66, 33037, PASIAN DI PRATO, UD",02031210301,INASSET S.R.L.,SEDE,46.076411,13.18765
"VIA SPILIMBERGO 70, 33037, PASIAN DI PRATO, UD",01276140306,AUTOFFICINA CECONI ROBERTO & FIGLI S.R.L.,SEDE,46.077217,13.187171
"VIA SPILIMBERGO LOC. CASANOVA 133, 33035, MARTIGNACCO, UD",02371390309,F.LLI GREATTI S.R.L.,UL-1,46.096781,13.134248
"VIA SPILIMBERGO SNC, 33092, MEDUNO, PN",01544580937,SOCIETA  AGRICOLA SAN MARTINO S.R.L.,UL-3,46.187284,12.808959
"VIA SPILIMBERGO/PLASENCIS 1/4, 33034, FAGAGNA, UD",00882800212,ASPIAG SERVICE S.R.L.,UL-44,46.100413,13.095088
"VIA SPINAZZEDO 10, 33080, PORCIA, PN",01184760930,SUPER SERVICE S.R.L.,UL-1,45.942177,12.617991
"VIA SPINAZZEDO 23, 33080, PORCIA, PN",01586760934,PAVIOTTI S.R.L.,UL-2,45.939807,12.616659
"VIA SPINUCCI 55, 33030, TALMASSONS, UD",01899010308,COGNE ACCIAI SPECIALI S.P.A. IN FORMA ABBREVIATA: C.A.S. S.P.A. O COGNE S.P.A.,SEDE,45.941331,13.10105
"VIA SPOLETO 4, 33010, TAVAGNACCO, UD",02899190306,FEC ITALIA S.R.L.,SEDE,46.109748,13.224363
"VIA SPORCAVILLA 2, 34121, TRIESTE, TS",01166890325,MIDNIGHT SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.647602,13.767404
"VIA SQUARZARE  17, 33087, PASIANO DI PORDENONE, PN",00627860935,MASTINO SERVIZI S.R.L.,SEDE,45.850292,12.628027
"VIA SQUARZARE  9/11, 33087, PASIANO DI PORDENONE, PN",00075370932,SACA GROUP S.R.L.,SEDE,45.850292,12.628027
"VIA SREBERNIC 13/A, 34077, RONCHI DEI LEGIONARI, GO",00382400315,CALLIGARIS S.R.L.,SEDE,45.820438,13.474931
"VIA SREBERNIC 17, 34077, RONCHI DEI LEGIONARI, GO",01063020315,FRIULI RETAIL S.R.L.,SEDE,45.821485,13.473376
"VIA SREBERNIC, 34077, RONCHI DEI LEGIONARI, GO",00745180349,STEF ITALIA S.P.A.,UL-1,45.820721,13.475998
"VIA SRECKO KOSOVEL 3, 34149, TRIESTE, TS",01326500327,TRIESTE GREEN TOUR S.R.L.,UL-1,45.641854,13.863699
"VIA SS MARTIRI 18, 34123, TRIESTE, TS",00993780329,EDITRICE HOLDING S.R.L,SEDE,45.642136,13.756894
"VIA SS PONTEBBANA KM 43 U.I. 65 143, 33010, CASSACCO, UD",00257990044,VALLESI S.P.A.,UL-3,46.174468,13.184169
"VIA SS TRINITA  48, 33070, BRUGNERA, PN",01578750935,NORD COSTRUZIONI S.R.L.,SEDE,45.900698,12.532141
"VIA SS. MARTIRI 31, 34075, SAN CANZIAN D ISONZO, GO",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-30,45.797658,13.464212
"VIA SS. TRINITA  48, 33070, BRUGNERA, PN",01622420931,EUROFOREST S.R.L.,SEDE,45.900698,12.532141
"VIA SS. TRINITA 85, 33070, BRUGNERA, PN",01198150938,CEAL S.R.L.,SEDE,45.89938,12.5369
"VIA SS. VITO E MODESTO 11, 33085, MANIAGO, PN",01604370930,DENTAL PROTECH S.R.L.,SEDE,46.163434,12.688789
"VIA SSMA TRINITA 61, 33070, BRUGNERA, PN",04331180275,L UDIENZA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.900442,12.533524
"VIA ST. JEAN 54, 33074, FONTANAFREDDA, PN",01847190939,VM EMPIRE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.975693,12.561234
"VIA STADIO 1, 33010, REANA DEL ROIALE, UD",01617950249,SERENISSIMA RISTORAZIONE S.P.A.,UL-2,46.141874,13.237619
"VIA STADIO 33, 33077, SACILE, PN",01318780309,LIVENZA SERVIZI MOBILITA  S.R.L.,UL-3,45.957709,12.512755
"VIA STADIO, 33077, SACILE, PN",01246180937,SACILESE CALCIO SOCIETA  SPORTIVA DILETTANTISTICA A RESPONSABILITA  LIMITATA,SEDE,45.957951,12.511745
"VIA STAFFOLO 30, 30020, TORRE DI MOSTO, VE",04320170279,VIERRE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.687724,12.704196
"VIA STAGNI 8, 34077, RONCHI DEI LEGIONARI, GO",01046010318,DESPAR RONCHI S.R.L.,SEDE,45.823263,13.506289
"VIA STALINGRADO 45, 40128, BOLOGNA, BO",00818570012,UNIPOLSAI ASSICURAZIONI S.P.A.,SEDE,44.513866,11.359205
"VIA STAMIRA D ANCONA 9, 20127, MILANO, MI",04596040966,SIRTI - SOCIETA  PER AZIONI,SEDE,45.499407,9.228711
"VIA STATALE 1, 33023, COMEGLIANS, UD",02778200309,FAMIGLIA FILAFERRO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,46.513072,12.866564
"VIA STATALE 14, 33050, PRECENICCO, UD",00269940300,CERAMICHE FLORIMAR SRL,SEDE,45.787604,13.077459
"VIA STATALE 2/B, 33023, COMEGLIANS, UD",02114490309,DI PIAZZA VANTE S.R.L.,UL-1,46.511273,12.866586
"VIA STATALE 4, 33023, COMEGLIANS, UD",01724450307,NIKAM  S.R.L.,SEDE,46.513072,12.866564
"VIA STATALE PONTEBBANA 73, 33010, VENZONE, UD",04848320265,APPALTI & SERVIZI - S.R.L.,UL-2,46.383673,13.13393
"VIA STAZIONE 1, 33010, DOGNA, UD",00806900304,IDROELETTRICA COMPASSI SRL,SEDE,46.44927,13.31726
"VIA STAZIONE 1, 33079, SESTO AL REGHENA, PN",04549340273,CREA CHEF ITALIA S.R.L.S.,UL-1,45.848377,12.815395
"VIA STAZIONE 17, 33078, SAN VITO AL TAGLIAMENTO, PN",01464070935,IMMOBILIARE AZZURRA S.R.L.,SEDE,45.913096,12.852382
"VIA STAZIONE 18, 39040, TERMENO SULLA STRADA DEL VINO, BZ",01652980218,MODYF SRL,SEDE,46.34081,11.242166
"VIA STAZIONE 182, 3013, FERENTINO, FR",02280790607,ARKEN.IT S.R.L.,SEDE,41.665568,13.255084
"VIA STAZIONE 22, 30029, SAN STINO DI LIVENZA, VE",04430780272,EUROPALLET IMPORT EXPORT SOCIETA  A RESPONSABILITA  LIMITATA SEMP LIFICATA,SEDE,45.72932,12.681109
"VIA STAZIONE 24, 33058, SAN GIORGIO DI NOGARO, UD",02381960307,BIOSTUDI S.R.L.,SEDE,45.830369,13.209567
"VIA STAZIONE 24, 33078, SAN VITO AL TAGLIAMENTO, PN",00212720932,FRIULKEM - S.R.L.,SEDE,45.913841,12.852043
"VIA STAZIONE 33, 33052, CERVIGNANO DEL FRIULI, UD",05403151003,TRENITALIA S.P.A.,UL-3,45.823676,13.342757
"VIA STAZIONE 36, 33078, SAN VITO AL TAGLIAMENTO, PN",11301210966,ALLIANZ 311 S.R.L.,UL-1,45.91319,12.85193
"VIA STAZIONE 4, 28053, CASTELLETTO SOPRA TICINO, NO",02661100301,MOBILIA S.R.L.,SEDE,45.71179,8.638047
"VIA STAZIONE 4, 33079, SESTO AL REGHENA, PN",01132290295,PROMOLOG S.R.L.,UL-1,45.848377,12.815395
"VIA STAZIONE 4, 33083, CHIONS, PN",01521630275,IMMOBILIARE DIVA S.R.L.,SEDE,45.861282,12.749051
"VIA STAZIONE 40, 33048, SAN GIOVANNI AL NATISONE, UD",00484100318,DOTTOR TIZIANO CAPRARA S.R.L.,UL-1,45.974721,13.397633
"VIA STAZIONE 40/2, 33078, SAN VITO AL TAGLIAMENTO, PN",01379220930,PASHA GROUP S.R.L.,SEDE,45.912935,12.851759
"VIA STAZIONE 41, 33044, MANZANO, UD",02868930302,SOLIDA RENT S.R.L.S.,SEDE,45.990163,13.380001
"VIA STAZIONE 42, 33078, SAN VITO AL TAGLIAMENTO, PN",01585570581,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI IN SIGLA RFI S .P.A.,UL-3,45.911897,12.85306
"VIA STAZIONE 43, 33044, MANZANO, UD",01754050308,IMMOBILIARE DUEMILA S.R.L.,SEDE,45.990101,13.379954
"VIA STAZIONE 47/B, 33044, MANZANO, UD",02190610309,GDB S.R.L. SEMPLIFICATA,SEDE,45.9898,13.378665
"VIA STAZIONE 48, 34013, DUINO-AURISINA, TS",01585570581,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI IN SIGLA RFI S .P.A.,UL-2,45.775393,13.602621
"VIA STAZIONE 51, 39044, EGNA, BZ",00125230219,WUERTH S.R.L. - G.M.B.H.,SEDE,46.317802,11.258456
"VIA STAZIONE 52, 33053, LATISANA, UD",01585570581,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI IN SIGLA RFI S .P.A.,UL-2,45.777645,13.000479
"VIA STAZIONE 54/4, 33048, SAN GIOVANNI AL NATISONE, UD",01464180304,DA.MAX SERVICE SRL,SEDE,45.975009,13.397703
"VIA STAZIONE 6, 33010, VENZONE, UD",01585570581,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI IN SIGLA RFI S .P.A.,UL-16,46.373864,13.13359
"VIA STAZIONE 6, 33018, TARVISIO, UD",01585570581,RETE FERROVIARIA ITALIANA - SOCIETA  PER AZIONI IN SIGLA RFI S .P.A.,UL-11,46.509815,13.537125
"VIA STAZIONE 68, 33048, SAN GIOVANNI AL NATISONE, UD",02833470301,SERENI ORIZZONTI 1 S.P.A.,UL-5,45.974885,13.397405
"VIA STAZIONE 7, 33015, MOGGIO UDINESE, UD",00613680305,NUOVA CERF - (CENTRO EDILE RICOSTRUZIONE FRIULI) S.R.L.,SEDE,46.410388,13.194883
"VIA STAZIONE 70, 33044, MANZANO, UD",01369030935,CREDIT AGRICOLE FRIULADRIA - SOCIETA  PER AZIONI,UL-36,45.989207,13.377281
